ID_Evento;Date;Time;League;Home;Away;Odd_Under05_HT_Back;Odd_Under05_HT_Lay;Odd_Over05_HT_Back;Odd_Over05_HT_Lay;Odd_Under15_HT_Back;Odd_Under15_HT_Lay;Odd_Over15_HT_Back;Odd_Over15_HT_Lay;Odd_Under25_HT_Back;Odd_Under25_HT_Lay;Odd_Over25_HT_Back;Odd_Over25_HT_Lay;Odd_H_Back;Odd_H_Lay;Odd_A_Back;Odd_A_Lay;Odd_D_Back;Odd_D_Lay;Odd_1X_Back;Odd_1X_Lay;Odd_X2_Back;Odd_X2_Lay;Odd_12_Back;Odd_12_Lay;Odd_Under05_FT_Back;Odd_Under05_FT_Lay;Odd_Over05_FT_Back;Odd_Over05_FT_Lay;Odd_Under15_FT_Back;Odd_Under15_FT_Lay;Odd_Over15_FT_Back;Odd_Over15_FT_Lay;Odd_Under25_FT_Back;Odd_Under25_FT_Lay;Odd_Over25_FT_Back;Odd_Over25_FT_Lay;Odd_Under35_FT_Back;Odd_Under35_FT_Lay;Odd_Over35_FT_Back;Odd_Over35_FT_Lay;Odd_Under45_FT_Back;Odd_Under45_FT_Lay;Odd_Over45_FT_Back;Odd_Over45_FT_Lay;Odd_BTTS_Yes_Back;Odd_BTTS_Yes_Lay;Odd_BTTS_No_Back;Odd_BTTS_No_Lay;Odd_CS_0x0_Back;Odd_CS_0x0_Lay;Odd_CS_0x1_Back;Odd_CS_0x1_Lay;Odd_CS_0x2_Back;Odd_CS_0x2_Lay;Odd_CS_0x3_Back;Odd_CS_0x3_Lay;Odd_CS_1x0_Back;Odd_CS_1x0_Lay;Odd_CS_1x1_Back;Odd_CS_1x1_Lay;Odd_CS_1x2_Back;Odd_CS_1x2_Lay;Odd_CS_1x3_Back;Odd_CS_1x3_Lay;Odd_CS_2x0_Back;Odd_CS_2x0_Lay;Odd_CS_2x1_Back;Odd_CS_2x1_Lay;Odd_CS_2x2_Back;Odd_CS_2x2_Lay;Odd_CS_2x3_Back;Odd_CS_2x3_Lay;Odd_CS_3x0_Back;Odd_CS_3x0_Lay;Odd_CS_3x1_Back;Odd_CS_3x1_Lay;Odd_CS_3x2_Back;Odd_CS_3x2_Lay;Odd_CS_3x3_Back;Odd_CS_3x3_Lay;Odd_CS_Goleada_H_Back;Odd_CS_Goleada_H_Lay;Odd_CS_Goleada_A_Back;Odd_CS_Goleada_A_Lay;Odd_CS_Goleada_D_Back;Odd_CS_Goleada_D_Lay
35351168;2026-03-20;14:30:00;ITALY 1;Cagliari;Napoli;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4;7.0;1.67;1.69;3.9;4.0;0.0;0.0;0.0;0.0;0.0;0.0;9.6;11.0;1.1;1.12;2.98;3.1;1.47;1.5;1.66;1.72;2.4;2.52;1.24;1.27;4.8;5.2;1.09;1.1;11.5;13.0;2.36;2.44;1.69;1.74;9.6;11.0;5.8;6.2;7.6;8.2;14.0;16.5;14.5;17.0;8.0;9.0;9.6;10.5;18.5;22.0;46.0;60.0;23.0;29.0;24.0;32.0;46.0;60.0;48.0;1000.0;40.0;1000.0;44.0;170.0;50.0;1000.0;95.0;1000.0;12.5;15.0;60.0;1000.0
35350097;2026-03-20;16:30:00;GERMANY 1;RB Leipzig;Hoffenheim;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.96;2.0;3.7;3.85;4.3;4.4;0.0;0.0;0.0;0.0;0.0;0.0;27.0;55.0;1.02;1.04;7.6;8.4;1.13;1.15;3.15;3.35;1.43;1.46;1.89;1.95;2.06;2.14;1.38;1.41;3.45;3.65;1.44;1.47;3.1;3.25;30.0;42.0;21.0;28.0;22.0;46.0;34.0;75.0;16.5;19.0;10.0;11.5;15.0;16.5;27.0;1000.0;16.5;19.0;10.5;12.0;12.5;14.5;28.0;34.0;22.0;26.0;15.5;17.5;20.0;23.0;36.0;55.0;6.6;7.2;17.0;19.0;48.0;1000.0
35352466;2026-03-20;16:45:00;FRANCE 1;Lens;Angers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.34;1.35;11.0;12.5;5.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;21.0;1.05;1.06;4.6;5.0;1.25;1.28;2.24;2.36;1.74;1.8;1.48;1.54;2.88;3.05;1.2;1.22;5.6;6.2;2.2;2.32;1.76;1.83;18.0;22.0;28.0;36.0;10.0;140.0;10.5;1000.0;7.6;8.4;11.5;13.5;34.0;46.0;10.5;270.0;7.0;8.0;9.8;11.5;27.0;34.0;10.5;200.0;9.2;10.5;13.5;16.0;36.0;46.0;10.5;240.0;5.1;5.7;10.5;1000.0;10.5;1000.0
35351187;2026-03-20;16:45:00;ITALY 1;Genoa;Udinese;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.26;2.32;3.85;3.95;3.2;3.3;0.0;0.0;0.0;0.0;0.0;0.0;8.2;9.2;1.12;1.14;2.78;2.88;1.53;1.56;1.58;1.63;2.6;2.72;1.21;1.23;5.3;5.8;1.07;1.09;13.0;15.0;2.2;2.24;1.8;1.82;8.4;9.2;9.6;11.0;19.0;27.0;55.0;120.0;6.8;7.4;6.8;7.2;15.0;17.0;55.0;65.0;11.5;13.0;11.0;12.0;20.0;24.0;36.0;100.0;19.5;32.0;19.5;32.0;30.0;60.0;46.0;1000.0;19.0;32.0;36.0;120.0;60.0;1000.0
35338098;2026-03-20;17:00:00;ENGLAND 1;Bournemouth;Man Utd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.35;3.45;2.2;2.24;3.9;3.95;0.0;0.0;0.0;0.0;0.0;0.0;22.0;26.0;1.04;1.05;5.8;6.0;1.2;1.21;2.58;2.66;1.6;1.63;1.63;1.67;2.5;2.58;1.26;1.28;4.6;4.9;1.55;1.56;2.78;2.82;21.0;24.0;13.0;14.5;15.0;17.0;26.0;28.0;17.5;19.0;8.8;9.2;10.0;10.5;18.0;19.0;25.0;28.0;13.0;14.5;13.5;14.0;25.0;27.0;48.0;60.0;29.0;32.0;32.0;36.0;46.0;55.0;20.0;22.0;10.5;11.0;55.0;1000.0
35351200;2026-03-20;17:00:00;SPAIN 1;Villarreal;Real Sociedad;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.99;2.04;4.0;4.2;3.8;3.95;0.0;0.0;0.0;0.0;0.0;0.0;15.0;17.0;1.06;1.07;4.3;4.6;1.28;1.31;2.12;2.22;1.83;1.88;1.43;1.48;3.1;3.3;1.17;1.19;6.2;6.8;1.74;1.8;2.26;2.36;15.0;18.0;14.5;16.5;26.0;32.0;55.0;85.0;9.4;10.5;7.8;8.6;14.5;16.5;26.0;46.0;11.5;13.0;9.4;10.5;15.0;17.5;28.0;50.0;20.0;24.0;18.0;21.0;21.0;34.0;36.0;85.0;11.0;12.5;36.0;46.0;60.0;1000.0
