ID_Evento;Date;Time;League;Home;Away;Odd_Under05_HT_Back;Odd_Under05_HT_Lay;Odd_Over05_HT_Back;Odd_Over05_HT_Lay;Odd_Under15_HT_Back;Odd_Under15_HT_Lay;Odd_Over15_HT_Back;Odd_Over15_HT_Lay;Odd_Under25_HT_Back;Odd_Under25_HT_Lay;Odd_Over25_HT_Back;Odd_Over25_HT_Lay;Odd_H_Back;Odd_H_Lay;Odd_A_Back;Odd_A_Lay;Odd_D_Back;Odd_D_Lay;Odd_1X_Back;Odd_1X_Lay;Odd_X2_Back;Odd_X2_Lay;Odd_12_Back;Odd_12_Lay;Odd_Under05_FT_Back;Odd_Under05_FT_Lay;Odd_Over05_FT_Back;Odd_Over05_FT_Lay;Odd_Under15_FT_Back;Odd_Under15_FT_Lay;Odd_Over15_FT_Back;Odd_Over15_FT_Lay;Odd_Under25_FT_Back;Odd_Under25_FT_Lay;Odd_Over25_FT_Back;Odd_Over25_FT_Lay;Odd_Under35_FT_Back;Odd_Under35_FT_Lay;Odd_Over35_FT_Back;Odd_Over35_FT_Lay;Odd_Under45_FT_Back;Odd_Under45_FT_Lay;Odd_Over45_FT_Back;Odd_Over45_FT_Lay;Odd_BTTS_Yes_Back;Odd_BTTS_Yes_Lay;Odd_BTTS_No_Back;Odd_BTTS_No_Lay;Odd_CS_0x0_Back;Odd_CS_0x0_Lay;Odd_CS_0x1_Back;Odd_CS_0x1_Lay;Odd_CS_0x2_Back;Odd_CS_0x2_Lay;Odd_CS_0x3_Back;Odd_CS_0x3_Lay;Odd_CS_1x0_Back;Odd_CS_1x0_Lay;Odd_CS_1x1_Back;Odd_CS_1x1_Lay;Odd_CS_1x2_Back;Odd_CS_1x2_Lay;Odd_CS_1x3_Back;Odd_CS_1x3_Lay;Odd_CS_2x0_Back;Odd_CS_2x0_Lay;Odd_CS_2x1_Back;Odd_CS_2x1_Lay;Odd_CS_2x2_Back;Odd_CS_2x2_Lay;Odd_CS_2x3_Back;Odd_CS_2x3_Lay;Odd_CS_3x0_Back;Odd_CS_3x0_Lay;Odd_CS_3x1_Back;Odd_CS_3x1_Lay;Odd_CS_3x2_Back;Odd_CS_3x2_Lay;Odd_CS_3x3_Back;Odd_CS_3x3_Lay;Odd_CS_Goleada_H_Back;Odd_CS_Goleada_H_Lay;Odd_CS_Goleada_A_Back;Odd_CS_Goleada_A_Lay;Odd_CS_Goleada_D_Back;Odd_CS_Goleada_D_Lay
35351171;2026-03-22;08:30:00;ITALY 1;Como;Pisa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.28;1.29;14.5;16.5;6.4;6.6;0.0;0.0;0.0;0.0;0.0;0.0;17.0;21.0;1.05;1.07;4.6;4.8;1.26;1.28;2.2;2.26;1.79;1.83;1.47;1.51;2.98;3.15;1.18;1.21;5.9;6.4;2.44;2.54;1.65;1.69;17.0;21.0;23.0;40.0;32.0;42.0;8.2;9.2;7.4;8.0;6.2;6.8;28.0;60.0;14.0;15.5;12.5;14.5;10.5;12.0;15.0;1000.0;42.0;60.0;16.0;1000.0;15.5;240.0;16.0;1000.0;15.5;0.0;4.8;5.1;15.5;0.0;15.5;0.0
35338085;2026-03-22;09:00:00;ENGLAND 1;Newcastle;Sunderland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.74;1.75;5.4;5.6;4.1;4.2;0.0;0.0;0.0;0.0;0.0;0.0;14.0;15.5;1.07;1.08;4.0;4.2;1.31;1.33;2.02;2.04;1.96;1.98;1.39;1.41;3.45;3.6;1.15;1.16;7.2;7.6;1.94;1.97;2.04;2.06;14.0;15.5;16.5;18.5;19.0;21.0;16.0;17.5;7.8;8.6;9.4;10.5;19.5;22.0;16.5;18.5;8.2;9.0;9.2;9.8;24.0;42.0;23.0;36.0;17.5;130.0;65.0;80.0;32.0;75.0;17.5;900.0;9.6;10.0;36.0;110.0;20.0;0.0
35351203;2026-03-22;10:00:00;SPAIN 1;Barcelona;Rayo Vallecano;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;1.26;12.0;13.0;8.0;8.2;0.0;0.0;0.0;0.0;0.0;0.0;34.0;55.0;1.02;1.03;8.2;9.2;1.12;1.14;3.4;3.65;1.38;1.42;1.95;2.04;1.97;2.06;1.43;1.46;3.2;3.35;1.84;1.9;2.12;2.2;26.0;48.0;48.0;60.0;20.0;32.0;9.6;11.0;12.5;14.5;9.4;10.5;36.0;44.0;11.5;13.5;16.0;18.5;10.0;11.5;14.5;140.0;19.5;29.0;14.0;120.0;17.0;1000.0;14.0;180.0;16.5;1000.0;3.15;3.3;13.5;160.0;15.0;0.0
35352289;2026-03-22;11:00:00;FRANCE 1;Lyon;Monaco;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.92;3.05;2.5;2.58;3.65;3.75;0.0;0.0;0.0;0.0;0.0;0.0;15.0;21.0;1.05;1.07;4.4;4.9;1.26;1.29;2.2;2.3;1.77;1.84;1.48;1.52;2.94;3.1;1.18;1.21;5.7;6.6;1.66;1.71;2.42;2.54;16.0;19.0;11.5;13.5;13.5;16.5;8.0;48.0;12.0;15.0;18.0;23.0;10.5;12.5;25.0;32.0;7.6;8.6;12.0;13.5;15.0;19.0;30.0;40.0;8.6;80.0;27.0;36.0;21.0;27.0;26.0;38.0;19.0;24.0;15.5;18.5;9.6;0.0
35351130;2026-03-22;11:00:00;ITALY 1;Atalanta;Verona;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.43;1.44;9.2;10.5;4.9;5.1;0.0;0.0;0.0;0.0;0.0;0.0;14.0;16.0;1.06;1.08;3.9;4.2;1.32;1.34;2.02;2.06;1.95;1.99;1.38;1.41;3.4;3.6;1.14;1.17;7.0;7.8;2.26;2.34;1.75;1.8;14.5;16.0;17.5;27.0;21.0;32.0;10.5;11.5;6.6;7.6;7.0;7.8;22.0;38.0;15.0;17.5;10.0;11.5;9.6;10.5;34.0;95.0;36.0;48.0;13.5;250.0;44.0;1000.0;14.0;230.0;13.5;500.0;6.8;7.4;14.5;370.0;14.0;0.0
35351126;2026-03-22;11:00:00;ITALY 1;Bologna;Lazio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.46;2.5;3.5;3.6;3.15;3.2;0.0;0.0;0.0;0.0;0.0;0.0;8.6;9.6;1.11;1.13;2.96;3.05;1.49;1.51;1.63;1.67;2.5;2.58;1.23;1.26;4.9;5.3;1.08;1.09;12.0;13.5;2.04;2.12;1.89;1.96;8.8;9.6;9.6;11.0;18.5;22.0;21.0;36.0;7.6;8.2;12.0;14.5;14.0;15.5;20.0;34.0;6.4;7.0;11.0;12.5;19.0;23.0;46.0;60.0;13.5;1000.0;34.0;75.0;27.0;55.0;32.0;75.0;27.0;32.0;32.0;70.0;14.5;0.0
35338089;2026-03-22;11:15:00;ENGLAND 1;Aston Villa;West Ham;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.04;2.08;3.95;4.0;3.75;3.85;0.0;0.0;0.0;0.0;0.0;0.0;15.0;16.5;1.06;1.07;4.4;4.5;1.28;1.3;2.1;2.14;1.89;1.91;1.45;1.46;3.15;3.25;1.17;1.19;6.4;6.8;1.75;1.8;2.24;2.34;15.0;16.5;15.0;16.5;15.5;17.5;22.0;25.0;9.8;10.5;12.0;13.5;15.5;17.0;18.5;21.0;7.8;8.2;10.0;10.5;26.0;29.0;29.0;34.0;70.0;80.0;44.0;55.0;38.0;46.0;65.0;95.0;11.5;12.5;38.0;44.0;19.0;1000.0
35338080;2026-03-22;11:15:00;ENGLAND 1;Tottenham;Nottm Forest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.32;2.34;3.4;3.5;3.5;3.55;0.0;0.0;0.0;0.0;0.0;0.0;13.5;15.0;1.07;1.08;4.0;4.2;1.31;1.33;2.02;2.04;1.96;1.98;1.39;1.41;3.45;3.55;1.15;1.16;7.2;7.8;1.76;1.79;2.26;2.3;13.0;15.0;12.5;13.5;15.5;17.0;29.0;32.0;9.8;10.5;14.0;15.0;13.0;14.5;22.0;24.0;7.2;7.6;10.0;10.5;21.0;25.0;34.0;38.0;65.0;90.0;44.0;60.0;34.0;40.0;50.0;65.0;15.5;18.0;32.0;36.0;21.0;1000.0
35349756;2026-03-22;11:30:00;GERMANY 1;Mainz;Eintracht Frankfurt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2;2.24;3.45;3.55;3.7;3.85;0.0;0.0;0.0;0.0;0.0;0.0;15.5;17.5;1.06;1.07;4.5;4.8;1.27;1.29;2.2;2.26;1.8;1.82;1.46;1.49;3.0;3.15;1.18;1.2;6.0;6.6;1.69;1.73;2.38;2.46;16.0;18.5;14.0;16.5;14.5;17.0;22.0;29.0;10.5;12.0;13.5;15.0;13.0;15.5;18.5;22.0;7.6;8.4;10.0;11.0;17.5;27.0;27.0;34.0;60.0;80.0;34.0;48.0;29.0;42.0;50.0;65.0;12.0;14.0;21.0;34.0;12.0;0.0
35351192;2026-03-22;12:15:00;SPAIN 1;Celta Vigo;Alaves;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.89;1.92;5.1;5.4;3.5;3.6;0.0;0.0;0.0;0.0;0.0;0.0;9.4;10.5;1.1;1.12;3.0;3.15;1.47;1.49;1.68;1.72;2.38;2.46;1.25;1.28;4.7;4.9;1.08;1.11;10.5;13.0;2.16;2.2;1.83;1.87;9.6;10.5;13.0;14.5;21.0;24.0;18.5;22.0;6.4;7.2;9.2;10.0;19.0;23.0;20.0;24.0;7.2;7.8;9.8;11.0;32.0;40.0;28.0;55.0;13.0;210.0;38.0;120.0;70.0;95.0;13.0;180.0;15.5;18.5;12.5;160.0;13.5;0.0
